id,name,nrate,pic_url
16992,Tsuro,25476,https://cf.geekdo-images.com/2V3d4ryhxkS3RoPtDrvpUw__micro/img/KQfGNRFQvnKDiEPIxDnfa0AQfXU=/fit-in/64x64/filters:strip_icc()/pic875761.jpg
50381,Cards Against Humanity,25383,https://cf.geekdo-images.com/nYLrPiI9gnvlrwOrKQ4_CA__micro/img/oXaWmVNmLiNg0a39SnTuqgJEFwE=/fit-in/64x64/filters:strip_icc()/pic2909692.jpg
122522,Smash Up,25344,https://cf.geekdo-images.com/c1DOHkXD35OcqfPoxoSXlA__micro/img/rn7LdxHdPiX7ryM01VyX5aXBtwE=/fit-in/64x64/filters:strip_icc()/pic1269874.jpg
93,El Grande,25242,https://cf.geekdo-images.com/GO282hlXR3RiknU5W4GZjg__micro/img/Ya0GwTP0sOChJ3b0E3Ufmua39gw=/fit-in/64x64/filters:strip_icc()/pic5373572.png
2453,Blokus,24755,https://cf.geekdo-images.com/96YA5wUJDxtPkmPxemr5Qg__micro/img/lSZ9pumreM0SScRXHwRWrgZZnj4=/fit-in/64x64/filters:strip_icc()/pic2197702.jpg
153938,Camel Up,24644,https://cf.geekdo-images.com/1ph2jVOD1MudR1fK1nkwwA__micro/img/6Ai3_Lyuuvv31Vmm1fKM8TSMtFI=/fit-in/64x64/filters:strip_icc()/pic2031446.png
244992,The Mind,24474,https://cf.geekdo-images.com/q_JGK291hrhnhiRB0667oA__micro/img/K28CIC2BSPXMf8V_PEktRguLXO4=/fit-in/64x64/filters:strip_icc()/pic3979766.png
432,6 nimmt!,24346,https://cf.geekdo-images.com/JFhLVSRFQ2mtWRNHgbZ3Wg__micro/img/8JQFz4AonXXqp43jDd2a5RsOZ4I=/fit-in/64x64/filters:strip_icc()/pic2602138.jpg
2223,UNO,24257,https://cf.geekdo-images.com/SU-OL7XWn7BOiSYevyTThw__micro/img/xxqoYyNLMWQo8bn2yQ0LFXU-anY=/fit-in/64x64/filters:strip_icc()/pic981505.jpg
147949,One Night Ultimate Werewolf,24123,https://cf.geekdo-images.com/KLDb0vR3w8mfaHgIGF0gHw__micro/img/Hri9c-QXMATOKdi4FGc_MY3ca1E=/fit-in/64x64/filters:strip_icc()/pic1809823.jpg
104162,Descent: Journeys in the Dark (Second Edition),24050,https://cf.geekdo-images.com/ZN2rpiJ19lg5DZk_iYMMkQ__micro/img/WuYw3bSmWg2YZoaWNtiDqstGo0U=/fit-in/64x64/filters:strip_icc()/pic1180640.jpg
103885,Star Wars: X-Wing Miniatures Game,24044,https://cf.geekdo-images.com/yNqgVxaqoZepir7Hzkfe-Q__micro/img/OKIS12HYfJvGuTjHdv1I1aqn2SI=/fit-in/64x64/filters:strip_icc()/pic1603292.jpg
233867,Welcome To...,23789,https://cf.geekdo-images.com/g4XmxyKhNVdhC3QPd1purQ__micro/img/nFBdWL9VzYeTpQpxfSx2OkEylaA=/fit-in/64x64/filters:strip_icc()/pic3761012.jpg
100423,Elder Sign,23659,https://cf.geekdo-images.com/wNCSCl961fMzDUhwetfjTg__micro/img/pd9pjvrY--Igzgont0cIyTUa3jw=/fit-in/64x64/filters:strip_icc()/pic1236119.jpg
155426,Castles of Mad King Ludwig,23656,https://cf.geekdo-images.com/xkOTIpxwGQN4iyvbeqnytQ__micro/img/9hTaiYv-iwJx5gwpTAbLeV9XjJ8=/fit-in/64x64/filters:strip_icc()/pic1961827.jpg
312484,Lost Ruins of Arnak,23574,https://cf.geekdo-images.com/6GqH14TJJhza86BX5HCLEQ__micro/img/2FKVaukjh9a-Kg9LWQuMSvLS34s=/fit-in/64x64/filters:strip_icc()/pic5674958.jpg
18,RoboRally,23145,https://cf.geekdo-images.com/eJx8hRJ6-86C2VrhECwEPA__micro/img/IfPMof4TY56v0V85kPR24rDXKb4=/fit-in/64x64/filters:strip_icc()/pic1000553.jpg
123260,Suburbia,23017,https://cf.geekdo-images.com/1YcHesB7LRvCF8i9vgH7qw__micro/img/RcbDE5V0Sq6fJAJ69iUFtdH5G64=/fit-in/64x64/filters:strip_icc()/pic6009608.png
123540,Tokaido,22990,https://cf.geekdo-images.com/-sUA2HQNFHBxOdzHE6Ywlg__micro/img/dQoA_OdfGnxwMGfQMQv00ofwUJw=/fit-in/64x64/filters:strip_icc()/pic3747956.png
8217,San Juan,22947,https://cf.geekdo-images.com/kiD03bslLpN_0Qe1LJ8OGg__micro/img/VNweqso3VtsV8cZOuQChDxV_B08=/fit-in/64x64/filters:strip_icc()/pic174174.jpg
2653,Survive: Escape from Atlantis!,22926,https://cf.geekdo-images.com/0M2ck50-GanxBWfOHUZ64A__micro/img/2baP3_Bis1a9JJlMUKJQH4G1xu8=/fit-in/64x64/filters:strip_icc()/pic1300182.png
